phosphatidate biosynthesis I (the dihydroxyacetone pathway)	1-acylglycerol-3-phosphate O-acyltransferase	2.3.1.51	SLC1	PMID:9401016|PMID:10617610|PMID:16916618|PMID:24520995|PMID:17726007|PMID:22090344|PMID:10542045
folate transformations I	methylenetetrahydrofolate reductase (NADPH)	1.5.1.53	MET13	
phospholipid biosynthesis	CDP-diacylglycerol--serine O-phosphatidyltransferase	2.7.8.8	CHO1	PMID:16807089
folate transformations I	methylenetetrahydrofolate reductase [NAD(P)H]	1.5.1.20	MET12	
superpathway of ergosterol biosynthesis I	Delta(14)-sterol reductase	1.3.1.70	ERG24	PMID:8561481|PMID:8552601|PMID:12119386
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	dihydroneopterin aldolase	4.1.2.25	FOL1	
glutathione-glutaredoxin redox reactions	thioredoxin-dependent peroxiredoxin	1.11.1.24	GPX2	PMID:11169096
tryptophan degradation	branched-chain-2-oxoacid decarboxylase	4.1.1.72	PDC6	PMID:12499363|PMID:9491082|PMID:9491083|PMID:6763508
tryptophan degradation	indolepyruvate decarboxylase	4.1.1.74	ARO10	PMID:12499363|PMID:9491082|PMID:9491083|PMID:6763508
superpathway of phosphatidic acid and phospholipid biosynthesis	ethanolaminephosphotransferase	2.7.8.1	EPT1	PMID:24520995|PMID:9885152|PMID:24866973
UMP biosynthesis I	orotidine-5'-phosphate decarboxylase	4.1.1.23	URA3	
folate interconversions	methylenetetrahydrofolate dehydrogenase (NADP(+))	1.5.1.5	ADE3	PMID:8852837|PMID:10871621|PMID:2836393|PMID:1916088
L-glutamine biosynthesis I	glutamine synthetase	6.3.1.2	GLN1	
fatty acid oxidation pathway	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase	5.3.3.21	DCI1	PMID:1551874|PMID:17028011|PMID:24520995|PMID:12697341
superpathway of pyrimidine ribonucleotides de novo biosynthesis	orotate phosphoribosyltransferase	2.4.2.10	URA5	
pentose phosphate pathway (non-oxidative branch)	transketolase	2.2.1.1	TKL1	PMID:8534086|PMID:14690456|PMID:8929392|PMID:2185015|PMID:1737042|PMID:7916691
fatty acid elongation	oleoyl-[acyl-carrier-protein] hydrolase	3.1.2.14	FAS1	
tetrahydrofolate biosynthesis	dihydrofolate synthase	6.3.2.12	FOL3	
superpathway of histidine, purine, and pyrimidine biosynthesis	ribonucleoside-diphosphate reductase	1.17.4.1	RNR3	
glycogen catabolism	4-alpha-glucanotransferase	2.4.1.25	GDB1	PMID:11152943
superpathway of purine biosynthesis and salvage pathways	ribonucleoside-diphosphate reductase	1.17.4.1	RNR4	PMID:22419079|PMID:17052198|PMID:1495962|PMID:9822821
superpathway of methionine salvage pathway	spermidine synthase	2.5.1.16	SPE3	PMID:18625006|PMID:9409150|PMID:19946895|PMID:16530730|PMID:9073064|PMID:9573363
4-aminobutyrate degradation	succinate-semialdehyde dehydrogenase [NAD(P)(+)]	1.2.1.16	UGA2	PMID:3888627
glutathione-glutaredoxin redox reactions	glutathione peroxidase	1.11.1.9	GRX2	PMID:11169096
superpathway of histidine, purine, and pyrimidine biosynthesis	ribose-phosphate diphosphokinase	2.7.6.1	PRS1	
de novo biosynthesis of purine nucleotides	IMP dehydrogenase	1.1.1.205	IMD2	PMID:11689683|PMID:15744050|PMID:11035032
superpathway of chorismate metabolism	chorismate synthase	4.2.3.5	ARO2	
dolichyl glucosyl phosphate biosynthesis	phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	5.4.2.2	PGM1	PMID:9878760|PMID:23751184
spermidine biosynthesis I	spermidine synthase	2.5.1.16	SPE3	
superpathway of allantoin degradation in yeast	allophanate hydrolase	3.5.1.54	DUR12	PMID:6105114
superpathway of polyamine biosynthesis	spermine synthase	2.5.1.22	SPE4	PMID:9573363|PMID:27470594|PMID:3157043|PMID:9073064|PMID:16530730
superpathway of chorismate metabolism	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	2.7.6.3	FOL1	
phenylalanine degradation	alcohol dehydrogenase	1.1.1.1	ADH5	PMID:12499363|PMID:9491082|PMID:9491083|PMID:12902239|PMID:15933030
superpathway of histidine, purine, and pyrimidine biosynthesis	carbamoyl-phosphate synthase (ammonia)	6.3.4.16	URA2	
superpathway of ergosterol biosynthesis I	sterol 24-C-methyltransferase	2.1.1.41	ERG6	PMID:8561481|PMID:8552601|PMID:12119386
L-lysine biosynthesis IV	homoisocitrate dehydrogenase	1.1.1.87	LYS12	PMID:10714900
superpathway of fatty acid biosynthesis, saturated	enoyl-[acyl-carrier-protein] reductase (NADH)	1.3.1.9	FAS1	
fatty acids biosynthesis (yeast)	beta-ketoacyl-[acyl-carrier-protein] synthase I	2.3.1.41	FAS2	
assimilatory sulfate reduction I	phosphoadenylyl-sulfate reductase (thioredoxin)	1.8.4.8	MET16	
S-adenosyl-L-methionine cycle II	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	2.1.1.14	MET6	PMID:9409150
de novo biosynthesis of purine nucleotides	phosphoribosylaminoimidazolecarboxamide formyltransferase	2.1.2.3	ADE17	PMID:11689683|PMID:15744050|PMID:11035032
superpathway of chorismate metabolism	2-aminoadipate transaminase	2.6.1.39	ARO8	
NAD salvage pathway IV (from nicotinamide riboside)	nicotinamide-nucleotide adenylyltransferase	2.7.7.1	NMA1	PMID:15137942
superpathway of histidine, purine, and pyrimidine biosynthesis	ribose-phosphate diphosphokinase	2.7.6.1	PRS4	
sphingolipid biosynthesis (yeast)	sphingosine kinase	2.7.1.91	LCB5	PMID:12034738|PMID:12069845|PMID:11113186|PMID:15692566
fatty acid biosynthesis, initial steps	[acyl-carrier-protein] S-malonyltransferase	2.3.1.39	FAS1	PMID:18059524
superpathway of purine biosynthesis and salvage pathways	adenine phosphoribosyltransferase	2.4.2.7	APT2	PMID:22419079|PMID:17052198|PMID:1495962|PMID:9822821
nicotinate riboside salvage pathway II	purine-nucleoside phosphorylase	2.4.2.1	PNP1	PMID:17914902
superpathway of threonine biosynthesis	aspartate-semialdehyde dehydrogenase	1.2.1.11	HOM2	PMID:9163906|PMID:25408465|PMID:1847111|PMID:6821505
salvage pathways of purines and their nucleosides	adenine phosphoribosyltransferase	2.4.2.7	APT1	PMID:17052198|PMID:1577682|PMID:11223943|PMID:15565584|PMID:9864350|PMID:10217799|PMID:22419079
L-arginine degradation VI (arginase 2 pathway)	arginase	3.5.3.1	CAR1	PMID:12620851
mevalonate pathway	hydroxymethylglutaryl-CoA reductase (NADPH)	1.1.1.34	HMG1	
glycerol degradation	glycerol kinase	2.7.1.30	GUT1	PMID:191434
de novo biosynthesis of purine nucleotides	IMP cyclohydrolase	3.5.4.10	ADE17	PMID:11689683|PMID:15744050|PMID:11035032
de novo biosynthesis of purine nucleotides	adenylosuccinate synthase	6.3.4.4	ADE12	PMID:11689683|PMID:15744050|PMID:11035032
inosine-5'-phosphate biosynthesis I	phosphoribosylaminoimidazolecarboxamide formyltransferase	2.1.2.3	ADE17	
superpathway of chorismate metabolism	dihydrofolate synthase	6.3.2.12	FOL3	
phenylalanine degradation	S-(hydroxymethyl)glutathione dehydrogenase	1.1.1.284	SFA1	PMID:12499363|PMID:9491082|PMID:9491083|PMID:12902239|PMID:15933030
glycolysis I (from glucose 6-phosphate)	phosphoglycerate kinase	2.7.2.3	PGK1	
phosphatidylcholine biosynthesis I	choline kinase	2.7.1.32	CKI1	PMID:16807089
superpathway of aromatic amino acid biosynthesis	prephenate dehydrogenase (NADP(+))	1.3.1.13	TYR1	
superpathway of ubiquinone biosynthesis	4-hydroxybenzoate polyprenyltransferase	2.5.1.39	COQ2	PMID:17482885|PMID:27060254|PMID:19531029|PMID:20592037|PMID:27693056
lipid-linked oligosaccharide biosynthesis	chitobiosyldiphosphodolichol beta-mannosyltransferase	2.4.1.142	ALG1	PMID:11278778|PMID:10336995|PMID:9878760
superpathway of methionine salvage pathway	spermine synthase	2.5.1.22	SPE4	PMID:18625006|PMID:9409150|PMID:19946895|PMID:16530730|PMID:9073064|PMID:9573363
L-histidine biosynthesis	histidinol-phosphate transaminase	2.6.1.9	HIS5	PMID:9822821|PMID:8852895|PMID:15744050
phosphatidylinositol phosphate biosynthesis	phosphatidylinositol-3-phosphatase	3.1.3.64	YMR1	PMID:17382260
superpathway of fatty acid biosynthesis, saturated	[acyl-carrier-protein] S-malonyltransferase	2.3.1.39	FAS1	
gluconeogenesis I	malate dehydrogenase (oxaloacetate-decarboxylating)	1.1.1.38	MAE1	PMID:9467897
tetrapyrrole biosynthesis	hydroxymethylbilane synthase	2.5.1.61	HEM3	PMID:14559249
superpathway of histidine, purine, and pyrimidine biosynthesis	aspartate carbamoyltransferase	2.1.3.2	URA2	
gluconeogenesis I	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	1.2.1.12	TDH2	PMID:9467897
glycine biosynthesis IV	low-specificity L-threonine aldolase	4.1.2.48	GLY1	PMID:9163906
isoleucine degradation	alcohol dehydrogenase	1.1.1.1	ADH1	PMID:10753893|PMID:8798704|PMID:10989445|PMID:8702755
superpathway of glutamate biosynthesis	glutamine synthetase	6.3.1.2	GLN1	PMID:8672488|PMID:22419079|PMID:11562373
isoleucine degradation	branched-chain-2-oxoacid decarboxylase	4.1.1.72	PDC6	PMID:10753893|PMID:8798704|PMID:10989445|PMID:8702755
superpathway of tetrahydrofolate biosynthesis and salvage	dihydroneopterin aldolase	4.1.2.25	FOL1	PMID:8852837|PMID:10871621|PMID:2836393|PMID:1916088
glycolysis I (from glucose 6-phosphate)	pyruvate kinase	2.7.1.40	PYK2	
riboflavin, FMN and FAD biosynthesis	GTP cyclohydrolase II	3.5.4.25	RIB1	PMID:7559556|PMID:9068650|PMID:2437875|PMID:7814407
de novo biosynthesis of purine nucleotides	IMP cyclohydrolase	3.5.4.10	ADE16	PMID:11689683|PMID:15744050|PMID:11035032
TCA cycle, aerobic respiration	succinate--CoA ligase (ADP-forming)	6.2.1.5	LSC2	PMID:8099357|PMID:12855708|PMID:9395469
NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	nicotinate-nucleotide diphosphorylase (carboxylating)	2.4.2.19	BNA6	
diphthamide biosynthesis	diphthine methyl ester synthase	2.1.1.314	DPH5	PMID:8406038|PMID:1508200|PMID:3042777|PMID:6339504|PMID:15485916
isoleucine degradation	phenylpyruvate decarboxylase	4.1.1.43	PDC5	PMID:10753893|PMID:8798704|PMID:10989445|PMID:8702755
superpathway of tetrahydrofolate biosynthesis and salvage	GTP cyclohydrolase I	3.5.4.16	FOL2	PMID:8852837|PMID:10871621|PMID:2836393|PMID:1916088
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	2.7.6.3	FOL1	
guanosine deoxyribonucleotides de novo biosynthesis II	ribonucleoside-diphosphate reductase	1.17.4.1	RNR4	
superpathway of histidine, purine, and pyrimidine biosynthesis	phosphoribosylaminoimidazolecarboxamide formyltransferase	2.1.2.3	ADE17	
myo-inositol biosynthesis	inositol-3-phosphate synthase	5.5.1.4	INO1	PMID:2642902|PMID:10096091|PMID:10844654
tryptophan degradation	alcohol dehydrogenase	1.1.1.1	ADH1	PMID:12499363|PMID:9491082|PMID:9491083|PMID:6763508
superpathway of adenosine nucleotides de novo biosynthesis II	ribonucleoside-diphosphate reductase	1.17.4.1	RNR1	
phosphatidate biosynthesis II (the glycerol-3-phosphate pathway)	glycerol-3-phosphate dehydrogenase (NAD(+))	1.1.1.8	GPD2	PMID:9401016|PMID:10617610|PMID:16916618|PMID:24520995|PMID:17726007|PMID:22090344|PMID:10542045
allantoin degradation to ureidoglycolate I (urea producing)	allantoinase	3.5.2.5	DAL1	
phosphatidylethanolamine biosynthesis I	phosphatidylserine decarboxylase	4.1.1.65	PSD2	
methionine biosynthesis	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	2.1.1.14	MET6	PMID:1789001|PMID:10799479|PMID:9409150|PMID:16700064
sucrose degradation	beta-fructofuranosidase	3.2.1.26	SUC2	PMID:9467897
fatty acid elongation	beta-ketoacyl-[acyl-carrier-protein] synthase I	2.3.1.41	FAS2	
superpathway of histidine, purine, and pyrimidine biosynthesis	phosphoribosyl-AMP cyclohydrolase	3.5.4.19	HIS4	
folate interconversions	thymidylate synthase	2.1.1.45	CDC21	PMID:8852837|PMID:10871621|PMID:2836393|PMID:1916088
superpathway of TCA cycle and glyoxylate cycle	pyruvate carboxylase	6.4.1.1	PYC1	PMID:12455685|PMID:20889721|PMID:23966945|PMID:1551398|PMID:1454530
superpathway of glutathione metabolism (truncated &gamma;-glutamyl cycle)	glutamate--cysteine ligase	6.3.2.2	GSH1	PMID:4144403|PMID:12702279|PMID:5076|PMID:16102596|PMID:10514563
TCA cycle, aerobic respiration	succinate dehydrogenase	1.3.5.1	SDH2	PMID:9395469|PMID:8099357|PMID:12855708
NAD de novo biosynthesis II (from tryptophan)	indoleamine 2,3-dioxygenase	1.13.11.52	BNA2	PMID:12062417
pentose phosphate pathway	phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)	1.1.1.44	GND1	
superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	sulfate adenylyltransferase	2.7.7.4	MET3	PMID:9409150
thiamine biosynthesis	cysteine-dependent adenosine diphosphate thiazole synthase	2.4.2.60	THI4	PMID:17309261|PMID:22568620|PMID:23048037|PMID:22031445|PMID:18161008
de novo biosynthesis of pyrimidine deoxyribonucleotides	ribonucleoside-diphosphate reductase	1.17.4.1	RNR3	PMID:12472466|PMID:1659321|PMID:6094555
mevalonate pathway I	phosphomevalonate kinase	2.7.4.2	ERG8	
sphingolipid biosynthesis (yeast)	sphinganine-1-phosphate aldolase	4.1.2.27	DPL1	PMID:12034738|PMID:12069845|PMID:11113186|PMID:15692566
pentose phosphate pathway	transaldolase	2.2.1.2	TAL1	
chorismate biosynthesis	3-phosphoshikimate 1-carboxyvinyltransferase	2.5.1.19	ARO1	PMID:1943992
carnitine shuttle	carnitine O-acetyltransferase	2.3.1.7	YAT2	PMID:20889721|PMID:18427809|PMID:11329169
chorismate biosynthesis	shikimate dehydrogenase (NADP(+))	1.1.1.25	ARO1	PMID:1943992
superpathway of NAD biosynthesis	nicotinamide-nucleotide adenylyltransferase	2.7.7.1	NMA2	PMID:15137942
superpathway of pyrimidine ribonucleotides de novo biosynthesis	UMP/CMP kinase	2.7.4.14	URA6	
dehydro-D-arabinono-1,4-lactone biosynthesis	D-arabinono-1,4-lactone oxidase	1.1.3.37	ALO1	PMID:10094636|PMID:17151466|PMID:17097644|PMID:11281285
lipid-linked oligosaccharide biosynthesis	dolichyl-P-Man:Man6GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase	2.4.1.259	ALG9	PMID:11278778|PMID:10336995|PMID:9878760
superpathway of threonine and methionine biosynthesis	O-acetylhomoserine aminocarboxypropyltransferase	2.5.1.49	MET17	
L-tyrosine degradation III	branched-chain-2-oxoacid decarboxylase	4.1.1.72	PDC5	PMID:13750129|PMID:13546168|PMID:9491082|PMID:9491083
L-leucine biosynthesis	branched-chain-amino-acid transaminase	2.6.1.42	BAT1	PMID:12626680
stearate biosynthesis III (fungi)	[acyl-carrier-protein] S-malonyltransferase	2.3.1.39	FAS1	
tryptophan degradation	phenylpyruvate decarboxylase	4.1.1.43	ARO10	PMID:12499363|PMID:9491082|PMID:9491083|PMID:6763508
superpathway of tetrahydrofolate biosynthesis and salvage	aminodeoxychorismate lyase	4.1.3.38	ABZ2	PMID:8852837|PMID:10871621|PMID:2836393|PMID:1916088
superpathway of serine and glycine biosynthesis	phosphoserine transaminase	2.6.1.52	SER1	PMID:12525494|PMID:14745783|PMID:9163906|PMID:9398220
homocysteine and cysteine interconversion	cystathionine beta-synthase	4.2.1.22	CYS4	PMID:9409150
diacylglycerol and triacylglycerol biosynthesis	glycerol-3-phosphate 1-O-acyltransferase	2.3.1.15	SCT1	PMID:16916618
superpathway of glucose fermentation	6-phosphofructokinase	2.7.1.11	PFK1	PMID:6985717
superpathway of fatty acid biosynthesis, saturated and unsaturated	3-oxoacyl-[acyl-carrier-protein] reductase	1.1.1.100	OAR1	
superpathway of TCA cycle and glyoxylate cycle	succinate dehydrogenase	1.3.5.1	SDH9	PMID:12455685|PMID:20889721|PMID:23966945|PMID:1551398|PMID:1454530
pyruvate fermentation to acetoin III	indolepyruvate decarboxylase	4.1.1.74	PDC6	PMID:16535224|PMID:2404950|PMID:6383467
hexaprenyl diphosphate biosynthesis	(2E,6E)-farnesyl diphosphate synthase	2.5.1.10	BTS1	PMID:11583838|PMID:2681213
lipid-linked oligosaccharide biosynthesis	GDP-Man:Man3GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase	2.4.1.131	ALG11	PMID:11278778|PMID:10336995|PMID:9878760
superpathway of fatty acid biosynthesis, saturated and unsaturated	biotin carboxylase	6.3.4.14	HFA1	
folate polyglutamylation	tetrahydrofolate synthase	6.3.2.17	MET7	PMID:1916088|PMID:10799479|PMID:3665922|PMID:18804690|PMID:16700064
fatty acid biosynthesis, initial steps	3-oxoacyl-[acyl-carrier-protein] reductase	1.1.1.100	OAR1	PMID:18059524
pentose phosphate pathway	6-phosphogluconolactonase	3.1.1.31	SOL3	
L-arginine degradation VI (arginase 2 pathway)	ornithine aminotransferase	2.6.1.13	CAR2	PMID:12620851
L-lysine biosynthesis IV	homocitrate synthase	2.3.3.14	LYS20	PMID:10714900
assimilatory sulfate reduction I	assimilatory sulfite reductase (NADPH)	1.8.1.2	MET10	
phenylalanine degradation	indolepyruvate decarboxylase	4.1.1.74	PDC1	PMID:12499363|PMID:9491082|PMID:9491083|PMID:12902239|PMID:15933030
folate interconversions	dihydrolipoyl dehydrogenase	1.8.1.4	LPD1	PMID:8852837|PMID:10871621|PMID:2836393|PMID:1916088
superpathway of guanosine nucleotides de novo biosynthesis II	ribonucleoside-diphosphate reductase	1.17.4.1	RNR4	
TCA cycle, aerobic respiration	citrate (Si)-synthase	2.3.3.1	CIT1	PMID:8099357|PMID:12855708|PMID:9395469
L-histidine biosynthesis	imidazoleglycerol-phosphate dehydratase	4.2.1.19	HIS3	PMID:9822821|PMID:8852895|PMID:15744050
superpathway of NAD biosynthesis	nicotinate-nucleotide diphosphorylase (carboxylating)	2.4.2.19	BNA6	PMID:15137942
mannose degradation	hexokinase	2.7.1.1	HXK1	PMID:17248750|PMID:9878752|PMID:17361015|PMID:8403984|PMID:7732723|PMID:1377774
tetrapyrrole biosynthesis	uroporphyrinogen-III synthase	4.2.1.75	HEM4	PMID:14559249
superpathway of serine and glycine biosynthesis	phosphoglycerate dehydrogenase	1.1.1.95	SER33	PMID:12525494|PMID:14745783|PMID:9163906|PMID:9398220
superpathway of ergosterol biosynthesis I	lanosterol synthase	5.4.99.7	ERG7	PMID:8561481|PMID:8552601|PMID:12119386
mevalonate pathway I	hydroxymethylglutaryl-CoA reductase (NADPH)	1.1.1.34	HMG1	
homocysteine and cysteine interconversion	cysteine-S-conjugate beta-lyase	4.4.1.13	STR3	PMID:9409150
5-aminoimidazole ribonucleotide biosynthesis II	amidophosphoribosyltransferase	2.4.2.14	ADE4	
phenylalanine degradation	phenylpyruvate decarboxylase	4.1.1.43	PDC6	PMID:12499363|PMID:9491082|PMID:9491083|PMID:12902239|PMID:15933030
superpathway of threonine biosynthesis	homoserine kinase	2.7.1.39	THR1	PMID:9163906|PMID:25408465|PMID:1847111|PMID:6821505
4-aminobutyrate degradation	4-aminobutyrate--2-oxoglutarate transaminase	2.6.1.19	UGA1	PMID:3888627
phenylalanine degradation	branched-chain-2-oxoacid decarboxylase	4.1.1.72	ARO10	PMID:12499363|PMID:9491082|PMID:9491083|PMID:12902239|PMID:15933030
superpathway of heme and siroheme biosynthesis	5-aminolevulinate synthase	2.3.1.37	HEM1	PMID:2077690|PMID:10051442|PMID:11212295
fructose degradation	hexokinase	2.7.1.1	HXK1	PMID:16408321|PMID:9299703|PMID:7732723
glycogen catabolism	amylo-alpha-1,6-glucosidase	3.2.1.33	GDB1	PMID:11152943
superpathway of TCA cycle and glyoxylate cycle	isocitrate dehydrogenase (NAD(+))	1.1.1.41	IDH2	PMID:12455685|PMID:20889721|PMID:23966945|PMID:1551398|PMID:1454530
superpathway of aromatic amino acid biosynthesis	3-dehydroquinate synthase	4.2.3.4	ARO1	
superpathway of purine nucleotides de novo biosynthesis II	ribonucleoside-diphosphate reductase	1.17.4.1	RNR2	
L-histidine biosynthesis	imidazole glycerol-phosphate synthase	4.3.2.10	HIS7	PMID:9822821|PMID:8852895|PMID:15744050
superpathway of glucose fermentation	pyruvate kinase	2.7.1.40	CDC19	PMID:6985717
superpathway of pyrimidine ribonucleotides de novo biosynthesis	CTP synthase (glutamine hydrolyzing)	6.3.4.2	URA7	
superpathway of purine biosynthesis and salvage pathways	IMP-specific 5'-nucleotidase	3.1.3.99	ISN1	PMID:22419079|PMID:17052198|PMID:1495962|PMID:9822821
superpathway of ubiquinone biosynthesis	(2E,6E)-farnesyl diphosphate synthase	2.5.1.10	BTS1	PMID:17482885|PMID:27060254|PMID:19531029|PMID:20592037|PMID:27693056
superpathway of glucose fermentation	alcohol dehydrogenase	1.1.1.1	ADH2	PMID:6985717
superpathway of L-threonine biosynthesis	threonine synthase	4.2.3.1	THR4	PMID:8082795|PMID:2176637
isoleucine degradation	indolepyruvate decarboxylase	4.1.1.74	PDC6	PMID:10753893|PMID:8798704|PMID:10989445|PMID:8702755
valine degradation	branched-chain-2-oxoacid decarboxylase	4.1.1.72	PDC5	PMID:9748245|PMID:10989420|PMID:8798704|PMID:10989445|PMID:8702755
superpathway of glutathione metabolism (truncated &gamma;-glutamyl cycle)	gamma-glutamyltransferase	2.3.2.2	ECM38	PMID:4144403|PMID:12702279|PMID:5076|PMID:16102596|PMID:10514563
superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	2.1.1.14	MET6	PMID:9409150
superpathway of phosphatidic acid and phospholipid biosynthesis	CDP-diacylglycerol--glycerol-3-phosphate 1-phosphatidyltransferase	2.7.8.5	PGS1	PMID:24520995|PMID:9885152|PMID:24866973
glutathione-glutaredoxin system	glutathione-disulfide reductase	1.8.1.7	GLR1	PMID:2668278|PMID:11169096
diacylglycerol and triacylglycerol biosynthesis	2-lysophosphatidate phosphatase	3.1.3.106	DPP1	PMID:16916618
trehalose biosynthesis I	alpha,alpha-trehalose-phosphate synthase (UDP-forming)	2.4.1.15	TPS1	PMID:11152943
homocysteine and cysteine interconversion	cystathionine gamma-synthase	2.5.1.48	STR2	PMID:9409150
glutaryl-CoA degradation	enoyl-CoA hydratase 2	4.2.1.119	FOX2	
superpathway of aromatic amino acid biosynthesis	tryptophan synthase	4.2.1.20	TRP5	
superpathway of methionine salvage pathway	methylthioribulose 1-phosphate dehydratase	4.2.1.109	MDE1	PMID:18625006|PMID:9409150|PMID:19946895|PMID:16530730|PMID:9073064|PMID:9573363
superpathway of aromatic amino acid biosynthesis	anthranilate phosphoribosyltransferase	2.4.2.18	TRP4	
superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	methionine adenosyltransferase	2.5.1.6	SAM1	PMID:9409150
leucine degradation	branched-chain-amino-acid transaminase	2.6.1.42	BAT1	PMID:12499363|PMID:9341119|PMID:9748245|PMID:15933030|PMID:10989420|PMID:8798704|PMID:10989445|PMID:8702755|PMID:9546164
pentose phosphate pathway	ribulose-phosphate 3-epimerase	5.1.3.1	RPE1	
superpathway of TCA cycle and glyoxylate cycle	isocitrate lyase	4.1.3.1	ICL1	PMID:12455685|PMID:20889721|PMID:23966945|PMID:1551398|PMID:1454530
superpathway of fatty acid biosynthesis, saturated and unsaturated	oleoyl-[acyl-carrier-protein] hydrolase	3.1.2.14	FAS1	
glutathione biosynthesis	glutathione synthase	6.3.2.3	GSH2	PMID:11169096
superpathway of serine and glycine biosynthesis	glycine hydroxymethyltransferase	2.1.2.1	SHM1	PMID:12525494|PMID:14745783|PMID:9163906|PMID:9398220
folate interconversions	methylenetetrahydrofolate reductase (NADPH)	1.5.1.53	MET13	PMID:8852837|PMID:10871621|PMID:2836393|PMID:1916088
phenylalanine degradation	4-hydroxyphenylpyruvate decarboxylase	4.1.1.80	ARO10	PMID:12499363|PMID:9491082|PMID:9491083|PMID:12902239|PMID:15933030
tryptophan degradation	alcohol dehydrogenase	1.1.1.1	ADH4	PMID:12499363|PMID:9491082|PMID:9491083|PMID:6763508
superpathway of chorismate metabolism	methenyltetrahydrofolate cyclohydrolase	3.5.4.9	ADE3	
superpathway of phosphatidic acid and phospholipid biosynthesis	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2.7.8.11	PIS1	PMID:24520995|PMID:9885152|PMID:24866973
citrulline biosynthesis	carbamoyl-phosphate synthase (glutamine-hydrolyzing)	6.3.5.5	CPA2	PMID:8626695|PMID:22419079|PMID:205532|PMID:2945985
fatty acid biosynthesis, initial steps	[acyl-carrier-protein] S-malonyltransferase	2.3.1.39	MCT1	PMID:18059524
superpathway of methionine biosynthesis	cysteine synthase	2.5.1.47	MET17	PMID:9409150|PMID:16700064
pentose phosphate pathway	transketolase	2.2.1.1	TKL2	
superpathway of histidine, purine, and pyrimidine biosynthesis	GMP synthase (glutamine-hydrolyzing)	6.3.5.2	GUA1	
S-adenosyl-L-methionine biosynthesis	methionine adenosyltransferase	2.5.1.6	SAM1	PMID:9409150
salvage pathways of purines and their nucleosides	AMP deaminase	3.5.4.6	AMD1	PMID:17052198|PMID:1577682|PMID:11223943|PMID:15565584|PMID:9864350|PMID:10217799|PMID:22419079
glycine biosynthesis III	alanine--glyoxylate transaminase	2.6.1.44	AGX1	PMID:14745783
superpathway of serine and glycine biosynthesis	2-oxoglutarate reductase	1.1.1.399	SER3	PMID:12525494|PMID:14745783|PMID:9163906|PMID:9398220
dolichyl phosphate D-mannose biosynthesis	mannose-1-phosphate guanylyltransferase	2.7.7.13	PSA1	PMID:9878760|PMID:23751184
formaldehyde oxidation II (glutathione-dependent)	alcohol dehydrogenase	1.1.1.1	SFA1	
p-aminobenzoate biosynthesis	aminodeoxychorismate lyase	4.1.3.38	ABZ2	
superpathway of fatty acid biosynthesis, saturated	3-oxoacyl-[acyl-carrier-protein] reductase	1.1.1.100	FAS2	
superpathway of histidine, purine, and pyrimidine biosynthesis	histidinol-phosphate transaminase	2.6.1.9	HIS5	
superpathway of methionine salvage pathway	acireductone dioxygenase (Fe(2+)-requiring)	1.13.11.54	ADI1	PMID:18625006|PMID:9409150|PMID:19946895|PMID:16530730|PMID:9073064|PMID:9573363
inositol phosphate biosynthesis	inositol-hexakisphosphate 5-kinase	2.7.4.21	KCS1	PMID:11956213
L-tyrosine degradation III	branched-chain-2-oxoacid decarboxylase	4.1.1.72	PDC6	PMID:13750129|PMID:13546168|PMID:9491082|PMID:9491083
superpathway of ubiquinone biosynthesis	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase	2.1.1.201	COQ5	PMID:17482885|PMID:27060254|PMID:19531029|PMID:20592037|PMID:27693056
superpathway of glucose fermentation	aldehyde dehydrogenase (NADP(+))	1.2.1.4	ALD5	PMID:6985717
pentose phosphate pathway (oxidative branch) I	phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)	1.1.1.44	GND2	PMID:1328471|PMID:15454531|PMID:2269430
superpathway of purine biosynthesis and salvage pathways	guanine deaminase	3.5.4.3	GUD1	PMID:22419079|PMID:17052198|PMID:1495962|PMID:9822821
5-aminoimidazole ribonucleotide biosynthesis II	phosphoribosylamine--glycine ligase	6.3.4.13	ADE57	
