stearate biosynthesis III (fungi)	3-oxoacyl-[acyl-carrier-protein] reductase	1.1.1.100	OAR1	
folate biosynthesis II	aminodeoxychorismate lyase	4.1.3.38	ABZ2	PMID:8852837|PMID:10871621|PMID:2836393|PMID:1916088
superpathway of chorismate metabolism	chorismate mutase	5.4.99.5	ARO7	
L-histidine biosynthesis	phosphoribosyl-AMP cyclohydrolase	3.5.4.19	HIS4	PMID:9822821|PMID:8852895|PMID:15744050
folate transformations I	glycine dehydrogenase (aminomethyl-transferring)	1.4.4.2	GCV2	
valine degradation	methylglyoxal reductase (NADH)	1.1.1.78	ADH1	PMID:9748245|PMID:10989420|PMID:8798704|PMID:10989445|PMID:8702755
NAD salvage pathway IV (from nicotinamide riboside)	nicotinate riboside kinase	2.7.1.173	NRK1	PMID:15137942
superpathway of threonine and methionine biosynthesis	homoserine dehydrogenase	1.1.1.3	HOM6	
inositol phosphate biosynthesis	inositol-pentakisphosphate 2-kinase	2.7.1.158	IPK1	PMID:11956213
phosphatidate biosynthesis I (the dihydroxyacetone pathway)	glycerol-3-phosphate 1-O-acyltransferase	2.3.1.15	GPT2	PMID:9401016|PMID:10617610|PMID:16916618|PMID:24520995|PMID:17726007|PMID:22090344|PMID:10542045
adenosine ribonucleotides de novo biosynthesis	adenylate kinase	2.7.4.3	ADK1	
superpathway of threonine and methionine biosynthesis	aspartate transaminase	2.6.1.1	AAT2	
aerobic respiration, electron transport chain	quinol--cytochrome-c reductase	7.1.1.8	CYT1	
palmitate biosynthesis	[acyl-carrier-protein] S-acetyltransferase	2.3.1.38	FAS1	
valine degradation	S-(hydroxymethyl)glutathione dehydrogenase	1.1.1.284	SFA1	PMID:9748245|PMID:10989420|PMID:8798704|PMID:10989445|PMID:8702755
valine degradation	branched-chain-2-oxoacid decarboxylase	4.1.1.72	PDC6	PMID:9748245|PMID:10989420|PMID:8798704|PMID:10989445|PMID:8702755
superpathway of guanosine nucleotides de novo biosynthesis II	ribonucleoside-diphosphate reductase	1.17.4.1	RNR3	
L-leucine biosynthesis	3-isopropylmalate dehydrogenase	1.1.1.85	LEU2	PMID:12626680
arginine degradation (aerobic)	arginase	3.5.3.1	CAR1	
glycolysis I (from glucose 6-phosphate)	triose-phosphate isomerase	5.3.1.1	TPI1	
L-asparagine biosynthesis I	aspartate transaminase	2.6.1.1	AAT2	
methionine salvage pathway	S-methyl-5-thioribose-1-phosphate isomerase	5.3.1.23	MRI1	PMID:18625006|PMID:9409150|PMID:19946895|PMID:16530730
leucine degradation	alcohol dehydrogenase	1.1.1.1	ADH4	PMID:12499363|PMID:9341119|PMID:9748245|PMID:15933030|PMID:10989420|PMID:8798704|PMID:10989445|PMID:8702755|PMID:9546164
superpathway of methionine salvage pathway	acireductone synthase	3.1.3.77	UTR4	PMID:18625006|PMID:9409150|PMID:19946895|PMID:16530730|PMID:9073064|PMID:9573363
isoleucine degradation	indolepyruvate decarboxylase	4.1.1.74	ARO10	PMID:10753893|PMID:8798704|PMID:10989445|PMID:8702755
glycolysis I (from glucose 6-phosphate)	6-phosphofructokinase	2.7.1.11	PFK1	
superpathway of methionine salvage pathway	adenosylmethionine decarboxylase	4.1.1.50	SPE2	PMID:18625006|PMID:9409150|PMID:19946895|PMID:16530730|PMID:9073064|PMID:9573363
superpathway of phospholipid biosynthesis	CDP-diacylglycerol--serine O-phosphatidyltransferase	2.7.8.8	CHO1	PMID:16807089|PMID:9885152|PMID:24520995|PMID:24866973
superpathway of TCA cycle and glyoxylate cycle	oxoglutarate dehydrogenase (succinyl-transferring)	1.2.4.2	KGD1	PMID:12455685|PMID:20889721|PMID:23966945|PMID:1551398|PMID:1454530
pantothenate and coenzyme A biosynthesis	dephospho-CoA kinase	2.7.1.24	CAB5	PMID:11154694
glyoxylate cycle	isocitrate lyase	4.1.3.1	ICL1	PMID:12455685|PMID:15975908
superpathway of histidine, purine, and pyrimidine biosynthesis	phosphoribosylaminoimidazolecarboxamide formyltransferase	2.1.2.3	ADE16	
superpathway of acetoin and butanediol biosynthesis	branched-chain-2-oxoacid decarboxylase	4.1.1.72	PDC6	PMID:16535224|PMID:10938079|PMID:2404950|PMID:6383467|PMID:2180695
NAD salvage pathway V (PNC V cycle)	nicotinamide-nucleotide adenylyltransferase	2.7.7.1	NMA1	PMID:11884393
very long chain fatty acid biosynthesis I	very-long-chain 3-oxoacyl-CoA synthase	2.3.1.199	ELO2	PMID:17719544|PMID:18272525|PMID:17719534
myo-inositol biosynthesis	inositol-phosphate phosphatase	3.1.3.25	INM1	PMID:2642902|PMID:10096091|PMID:10844654
glycogen biosynthesis	glycogenin glucosyltransferase	2.4.1.186	GLG1	PMID:11152943
superpathway of histidine, purine, and pyrimidine biosynthesis	imidazole glycerol-phosphate synthase	4.3.2.10	HIS7	
L-histidine biosynthesis	1-(5-phosphoribosyl)-5- [(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	5.3.1.16	HIS6	PMID:9822821|PMID:8852895|PMID:15744050
superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	cystathionine gamma-synthase	2.5.1.48	STR2	PMID:9409150
phenylalanine biosynthesis	2-aminoadipate transaminase	2.6.1.39	ARO8	PMID:9642265|PMID:9491082|PMID:9491083|PMID:1943992
glutathione-glutaredoxin redox reactions	glutathione peroxidase	1.11.1.9	GRX1	PMID:11169096
sulfate activation (for sulfonation)	adenylyl-sulfate kinase	2.7.1.25	MET14	
arginine degradation (aerobic)	ornithine aminotransferase	2.6.1.13	CAR2	
de novo biosynthesis of pyrimidine ribonucleotides	glutaminase	3.5.1.2	URA2	PMID:9485596|PMID:22419079|PMID:2283036|PMID:9858611
riboflavin, FMN and FAD biosynthesis	FAD synthase	2.7.7.2	FAD1	PMID:7559556|PMID:9068650|PMID:2437875|PMID:7814407
sphingolipid biosynthesis (yeast)	3-dehydrosphinganine reductase	1.1.1.102	TSC10	PMID:12034738|PMID:12069845|PMID:11113186|PMID:15692566
ergosterol biosynthesis	sterol 24-C-methyltransferase	2.1.1.41	ERG6	PMID:8561481|PMID:8552601|PMID:12119386
superpathway of glucose fermentation	alcohol dehydrogenase	1.1.1.1	ADH1	PMID:6985717
isoleucine degradation	phenylpyruvate decarboxylase	4.1.1.43	PDC1	PMID:10753893|PMID:8798704|PMID:10989445|PMID:8702755
gluconeogenesis I	glucose-6-phosphate isomerase	5.3.1.9	PGI1	PMID:9467897
superpathway of ergosterol biosynthesis I	sterol 14alpha-demethylase	1.14.14.154	ERG11	PMID:8561481|PMID:8552601|PMID:12119386
riboflavin, FMN and FAD biosynthesis	diaminohydroxyphosphoribosylaminopyrimidine deaminase	3.5.4.26	RIB2	PMID:7559556|PMID:9068650|PMID:2437875|PMID:7814407
superpathway of fatty acid biosynthesis, saturated and unsaturated	beta-ketoacyl-[acyl-carrier-protein] synthase I	2.3.1.41	CEM1	
threonine degradation	cystathionine gamma-lyase	4.4.1.1	CYS3	PMID:1628804|PMID:2841185|PMID:3289762|PMID:8132653|PMID:3086094|PMID:3117785
L-histidine biosynthesis	ATP phosphoribosyltransferase	2.4.2.17	HIS1	PMID:9822821|PMID:8852895|PMID:15744050
superpathway of phosphatidic acid and phospholipid biosynthesis	phosphatidylserine decarboxylase	4.1.1.65	PSD1	PMID:24520995|PMID:9885152|PMID:24866973
superpathway of glutathione metabolism (truncated &gamma;-glutamyl cycle)	glutathione gamma-glutamate hydrolase	3.4.19.13	ECM38	PMID:4144403|PMID:12702279|PMID:5076|PMID:16102596|PMID:10514563
salvage pathways of purines and their nucleosides	adenine deaminase	3.5.4.2	AAH1	PMID:17052198|PMID:1577682|PMID:11223943|PMID:15565584|PMID:9864350|PMID:10217799|PMID:22419079
superpathway of histidine, purine, and pyrimidine biosynthesis	nucleoside-triphosphate--adenylate kinase	2.7.4.10	ADK2	
L-isoleucine biosynthesis I (from threonine)	ketol-acid reductoisomerase (NADP(+))	1.1.1.86	ILV5	PMID:3289762
superpathway of ubiquinone biosynthesis	polyprenyldihydroxybenzoate methyltransferase	2.1.1.114	COQ3	PMID:17482885|PMID:27060254|PMID:19531029|PMID:20592037|PMID:27693056
gluconeogenesis I	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	1.2.1.12	TDH1	PMID:9467897
folate biosynthesis II	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	2.7.6.3	FOL1	PMID:8852837|PMID:10871621|PMID:2836393|PMID:1916088
glyoxylate cycle	malate dehydrogenase	1.1.1.37	MDH3	PMID:12455685|PMID:15975908
phenylalanine degradation	alcohol dehydrogenase	1.1.1.1	ADH4	PMID:12499363|PMID:9491082|PMID:9491083|PMID:12902239|PMID:15933030
ethanol degradation	acetate--CoA ligase	6.2.1.1	ACS2	PMID:2171877|PMID:11024040|PMID:9123965|PMID:20863251|PMID:25326522|PMID:18479436|PMID:15864308|PMID:11495982|PMID:9392076|PMID:9675847
L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	kynureninase	3.7.1.3	BNA5	
UDP-N-acetylglucosamine biosynthesis	glucosamine-phosphate N-acetyltransferase	2.3.1.4	GNA1	PMID:2656689|PMID:9867860|PMID:8174553|PMID:9603950|PMID:16408321|PMID:23135325
superpathway of purine nucleotides de novo biosynthesis II	phosphoribosylformylglycinamidine synthase	6.3.5.3	ADE6	
superpathway of aromatic amino acid biosynthesis	3-deoxy-7-phosphoheptulonate synthase	2.5.1.54	ARO4	
leucine degradation	methylglyoxal reductase (NADH)	1.1.1.78	ADH1	PMID:12499363|PMID:9341119|PMID:9748245|PMID:15933030|PMID:10989420|PMID:8798704|PMID:10989445|PMID:8702755|PMID:9546164
superpathway of aromatic amino acid biosynthesis	histidinol-phosphate transaminase	2.6.1.9	HIS5	
folate transformations I	methylenetetrahydrofolate dehydrogenase (NADP(+))	1.5.1.5	ADE3	
superpathway of heme and siroheme biosynthesis	sirohydrochlorin ferrochelatase	4.99.1.4	MET8	PMID:2077690|PMID:10051442|PMID:11212295
guanosine ribonucleotides de novo biosynthesis	GMP synthase (glutamine-hydrolyzing)	6.3.5.2	GUA1	
ethanol degradation	aldehyde dehydrogenase (NAD(+))	1.2.1.3	ALD2	PMID:2171877|PMID:11024040|PMID:9123965|PMID:20863251|PMID:25326522|PMID:18479436|PMID:15864308|PMID:11495982|PMID:9392076|PMID:9675847
isoleucine degradation	alcohol dehydrogenase	1.1.1.1	SFA1	PMID:10753893|PMID:8798704|PMID:10989445|PMID:8702755
gluconeogenesis I	fructose-bisphosphate aldolase	4.1.2.13	FBA1	PMID:9467897
superpathway of TCA cycle and glyoxylate cycle	methylisocitrate lyase	4.1.3.30	ICL1	PMID:12455685|PMID:20889721|PMID:23966945|PMID:1551398|PMID:1454530
acetate utilization	acetate--CoA ligase	6.2.1.1	ACS2	PMID:25326522|PMID:16857587|PMID:8910545|PMID:22876324|PMID:7649171|PMID:15743812|PMID:9427394
superpathway of histidine, purine, and pyrimidine biosynthesis	CTP synthase (glutamine hydrolyzing)	6.3.4.2	URA7	
gluconeogenesis I	phosphopyruvate hydratase	4.2.1.11	ENO2	PMID:9467897
chorismate biosynthesis	3-dehydroquinate synthase	4.2.3.4	ARO1	PMID:1943992
superpathway of purine nucleotides de novo biosynthesis II	IMP cyclohydrolase	3.5.4.10	ADE16	
superpathway of chorismate metabolism	aromatic-amino-acid transaminase	2.6.1.57	ARO8	
superpathway of histidine, purine, and pyrimidine biosynthesis	adenylosuccinate synthase	6.3.4.4	ADE12	
gluconeogenesis I	fructose-bisphosphatase	3.1.3.11	FBP1	PMID:9467897
superpathway of phosphatidic acid and phospholipid biosynthesis	phosphatidylserine decarboxylase	4.1.1.65	PSD2	PMID:24520995|PMID:9885152|PMID:24866973
glucose-6-phosphate biosynthesis	glucokinase	2.7.1.2	GLK1	PMID:12007644|PMID:7732723|PMID:3882419|PMID:8354408
L-isoleucine biosynthesis I (from threonine)	threonine ammonia-lyase	4.3.1.19	ILV1	PMID:3289762
superpathway of chorismate metabolism	anthranilate synthase	4.1.3.27	TRP2	
stearate biosynthesis III (fungi)	fatty-acyl-CoA synthase system	2.3.1.86	FAS2	
folate biosynthesis II	dihydrofolate reductase	1.5.1.3	DFR1	PMID:8852837|PMID:10871621|PMID:2836393|PMID:1916088
glucose-6-phosphate biosynthesis	hexokinase	2.7.1.1	HXK1	PMID:12007644|PMID:7732723|PMID:3882419|PMID:8354408
superpathway of threonine and methionine biosynthesis	aspartate kinase	2.7.2.4	HOM3	
superpathway of histidine, purine, and pyrimidine biosynthesis	histidinol dehydrogenase	1.1.1.23	HIS4	
superpathway of purine biosynthesis and salvage pathways	phosphoribosylglycinamide formyltransferase 1	2.1.2.2	ADE8	PMID:22419079|PMID:17052198|PMID:1495962|PMID:9822821
de novo biosynthesis of purine nucleotides	phosphoribosylglycinamide formyltransferase 1	2.1.2.2	ADE8	PMID:11689683|PMID:15744050|PMID:11035032
valine degradation	alcohol dehydrogenase	1.1.1.1	ADH4	PMID:9748245|PMID:10989420|PMID:8798704|PMID:10989445|PMID:8702755
superpathway of glucose fermentation	glucokinase	2.7.1.2	GLK1	PMID:6985717
thiamine biosynthesis	aminopyrimidine aminohydrolase	3.5.99.2	THI20	PMID:18161008|PMID:22031445|PMID:17309261|PMID:22568620|PMID:23048037
superpathway of phosphatidate biosynthesis	glycerol-3-phosphate 1-O-acyltransferase	2.3.1.15	GPT2	PMID:24520995|PMID:17726007|PMID:22090344|PMID:10542045
de novo biosynthesis of purine nucleotides	ribonucleoside-diphosphate reductase	1.17.4.1	RNR1	PMID:11689683|PMID:15744050|PMID:11035032
L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	3-hydroxyanthranilate 3,4-dioxygenase	1.13.11.6	BNA1	
tyrosine biosynthesis	chorismate mutase	5.4.99.5	ARO7	PMID:9491082|PMID:1943992
superpathway of NAD biosynthesis	nicotinamidase	3.5.1.19	PNC1	PMID:15137942
superpathway of polyamine biosynthesis	ornithine decarboxylase	4.1.1.17	SPE1	PMID:9573363|PMID:27470594|PMID:3157043|PMID:9073064|PMID:16530730
glycogen catabolism	glucan 1,4-alpha-glucosidase	3.2.1.3	SGA1	PMID:11152943
cysteine biosynthesis from homocysteine	cystathionine beta-synthase	4.2.1.22	CYS4	PMID:15042590|PMID:10509018
xylose metabolism	D-xylulose reductase	1.1.1.9	XYL2	PMID:20485559|PMID:15184173|PMID:16911508|PMID:12271459|PMID:18555359|PMID:20171088|PMID:7747971|PMID:10486580
fatty acids biosynthesis (yeast)	enoyl-[acyl-carrier-protein] reductase (NADH)	1.3.1.9	FAS1	
glutathione-glutaredoxin system	glutathione transferase	2.5.1.18	GRX2	PMID:2668278|PMID:11169096
ergosterol biosynthesis I	sterol 24-C-methyltransferase	2.1.1.41	ERG6	
glycolysis I (from glucose 6-phosphate)	fructose-bisphosphatase	3.1.3.11	FBP1	
UMP biosynthesis I	dihydroorotate oxidase (fumarate)	1.3.98.1	URA1	
folate polyglutamylation	methylenetetrahydrofolate dehydrogenase (NADP(+))	1.5.1.5	MIS1	PMID:1916088|PMID:10799479|PMID:3665922|PMID:18804690|PMID:16700064
phospholipids degradation	phosphoinositide phospholipase C	3.1.4.11	PLC1	
acetoin biosynthesis	acetolactate synthase	2.2.1.6	ILV2	PMID:16535224|PMID:10938079
superpathway of tetrahydrofolate biosynthesis and salvage	methylenetetrahydrofolate dehydrogenase (NADP(+))	1.5.1.5	MIS1	PMID:8852837|PMID:10871621|PMID:2836393|PMID:1916088
acetate utilization	acetate--CoA ligase	6.2.1.1	ACS1	PMID:25326522|PMID:16857587|PMID:8910545|PMID:22876324|PMID:7649171|PMID:15743812|PMID:9427394
L-arginine biosynthesis II (acetyl cycle)	amino-acid N-acetyltransferase	2.3.1.1	ARG7	PMID:12603335|PMID:11553611|PMID:205532
tyrosine biosynthesis	prephenate dehydrogenase (NADP(+))	1.3.1.13	TYR1	PMID:9491082|PMID:1943992
de novo biosynthesis of pyrimidine deoxyribonucleotides	dUTP diphosphatase	3.6.1.23	DUT1	PMID:12472466|PMID:1659321|PMID:6094555
de novo biosynthesis of pyrimidine ribonucleotides	CTP synthase (glutamine hydrolyzing)	6.3.4.2	URA7	PMID:9485596|PMID:22419079|PMID:2283036|PMID:9858611
L-arginine biosynthesis II (acetyl cycle)	N-acetyl-gamma-glutamyl-phosphate reductase	1.2.1.38	ARG56	PMID:12603335|PMID:11553611|PMID:205532
salvage pathways of pyrimidine deoxyribonucleotides	uridine nucleosidase	3.2.2.3	URH1	PMID:12111094|PMID:10501935
superpathway of purine nucleotides de novo biosynthesis II	adenylate kinase	2.7.4.3	ADK1	
epoxysqualene biosynthesis	squalene synthase	2.5.1.21	ERG9	
salvage pathways of purines and their nucleosides	hypoxanthine phosphoribosyltransferase	2.4.2.8	HPT1	PMID:17052198|PMID:1577682|PMID:11223943|PMID:15565584|PMID:9864350|PMID:10217799|PMID:22419079
phospholipid biosynthesis	phosphatidyl-N-methylethanolamine N-methyltransferase	2.1.1.71	OPI3	PMID:16807089
superpathway of fatty acid biosynthesis, saturated and unsaturated	acetyl-CoA carboxylase	6.4.1.2	ACC1	
fatty acid oxidation pathway	acyl-CoA oxidase	1.3.3.6	POX1	PMID:1551874|PMID:17028011|PMID:24520995|PMID:12697341
tryptophan degradation	indolepyruvate decarboxylase	4.1.1.74	PDC6	PMID:12499363|PMID:9491082|PMID:9491083|PMID:6763508
superpathway of glucose fermentation	alcohol dehydrogenase	1.1.1.1	ADH3	PMID:6985717
superpathway of TCA cycle and glyoxylate cycle	malate dehydrogenase	1.1.1.37	MDH3	PMID:12455685|PMID:20889721|PMID:23966945|PMID:1551398|PMID:1454530
pantothenate and coenzyme A biosynthesis	aldehyde dehydrogenase (NAD(+))	1.2.1.3	ALD3	PMID:11154694
UDP-N-acetylglucosamine biosynthesis	glutamine--fructose-6-phosphate transaminase (isomerizing)	2.6.1.16	GFA1	PMID:2656689|PMID:9867860|PMID:8174553|PMID:9603950|PMID:16408321|PMID:23135325
superpathway of ergosterol biosynthesis I	sterol 22-desaturase	1.14.19.41	ERG5	PMID:8561481|PMID:8552601|PMID:12119386
de novo biosynthesis of pyrimidine ribonucleotides	orotidine-5'-phosphate decarboxylase	4.1.1.23	URA3	PMID:9485596|PMID:22419079|PMID:2283036|PMID:9858611
superpathway of tetrahydrofolate biosynthesis and salvage	methenyltetrahydrofolate cyclohydrolase	3.5.4.9	MIS1	PMID:8852837|PMID:10871621|PMID:2836393|PMID:1916088
folate polyglutamylation	methylenetetrahydrofolate reductase (NADPH)	1.5.1.53	MET13	PMID:1916088|PMID:10799479|PMID:3665922|PMID:18804690|PMID:16700064
asparagine degradation	asparaginase	3.5.1.1	ASP3-3	PMID:10640599|PMID:17308034
de novo biosynthesis of purine nucleotides	phosphoribosylaminoimidazolesuccinocarboxamide synthase	6.3.2.6	ADE1	PMID:11689683|PMID:15744050|PMID:11035032
glycine cleavage	aminomethyltransferase	2.1.2.10	GCV1	
asparagine degradation	aspartate transaminase	2.6.1.1	AAT2	PMID:10640599|PMID:17308034
fatty acid biosynthesis, initial steps	fatty-acyl-CoA synthase system	2.3.1.86	FAS2	PMID:18059524
tetrahydrofolate biosynthesis	dihydropteroate synthase	2.5.1.15	FOL1	
superpathway of histidine, purine, and pyrimidine biosynthesis	ATP phosphoribosyltransferase	2.4.2.17	HIS1	
superpathway of histidine, purine, and pyrimidine biosynthesis	phosphoribosylformylglycinamidine synthase	6.3.5.3	ADE6	
chitosan biosynthesis	chitin deacetylase	3.5.1.41	CDA1	PMID:16760306
superpathway of fatty acid biosynthesis, saturated	[acyl-carrier-protein] S-acetyltransferase	2.3.1.38	FAS1	
superpathway of histidine, purine, and pyrimidine biosynthesis	ribose-phosphate diphosphokinase	2.7.6.1	PRS5	
pentose phosphate pathway (oxidative branch) I	6-phosphogluconolactonase	3.1.1.31	SOL4	PMID:1328471|PMID:15454531|PMID:2269430
sulfate assimilation pathway	adenylyl-sulfate kinase	2.7.1.25	MET14	PMID:9409150|PMID:16102596|PMID:22419079
serine biosynthesis from glyoxylate	glycine hydroxymethyltransferase	2.1.2.1	SHM1	PMID:7498764|PMID:12525494|PMID:14745783|PMID:9398220|PMID:15948949
L-tyrosine degradation III	indolepyruvate decarboxylase	4.1.1.74	PDC6	PMID:13750129|PMID:13546168|PMID:9491082|PMID:9491083
L-valine biosynthesis	ketol-acid reductoisomerase (NADP(+))	1.1.1.86	ILV5	PMID:3289762
superpathway of purine nucleotides de novo biosynthesis II	amidophosphoribosyltransferase	2.4.2.14	ADE4	
myristate biosynthesis	beta-ketoacyl-[acyl-carrier-protein] synthase I	2.3.1.41	FAS2	
superpathway of chorismate metabolism	shikimate dehydrogenase (NADP(+))	1.1.1.25	ARO1	
glyoxylate cycle	malate synthase	2.3.3.9	MLS1	PMID:12455685|PMID:15975908
ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic)	3-demethylubiquinol 3-O-methyltransferase	2.1.1.64	COQ3	PMID:11583838|PMID:17248750|PMID:6369767|PMID:15792955|PMID:2198286|PMID:14701817|PMID:11469793|PMID:17482885|PMID:13835567|PMID:9452453|PMID:8703953|PMID:17391640|PMID:15548532|PMID:9083048|PMID:620805|PMID:16624818
superpathway of adenosine nucleotides de novo biosynthesis II	ribonucleoside-diphosphate reductase	1.17.4.1	RNR2	
superpathway of fatty acid biosynthesis, saturated and unsaturated	beta-ketoacyl-[acyl-carrier-protein] synthase I	2.3.1.41	FAS2	
riboflavin, FMN and FAD biosynthesis	tRNA pseudouridine(32) synthase	5.4.99.28	RIB2	PMID:7559556|PMID:9068650|PMID:2437875|PMID:7814407
superpathway of acetoin and butanediol biosynthesis	phenylpyruvate decarboxylase	4.1.1.43	PDC6	PMID:16535224|PMID:10938079|PMID:2404950|PMID:6383467|PMID:2180695
4-aminobenzoate biosynthesis	aminodeoxychorismate synthase	2.6.1.85	ABZ1	
fatty acid biosynthesis, initial steps	3-oxoacyl-[acyl-carrier-protein] reductase	1.1.1.100	FAS2	PMID:18059524
L-threonine biosynthesis	threonine synthase	4.2.3.1	THR4	
L-arginine biosynthesis II (acetyl cycle)	ornithine carbamoyltransferase	2.1.3.3	ARG3	PMID:12603335|PMID:11553611|PMID:205532
phenylalanine degradation	indolepyruvate decarboxylase	4.1.1.74	ARO10	PMID:12499363|PMID:9491082|PMID:9491083|PMID:12902239|PMID:15933030
salvage pathways of guanine, xanthine and their nucleosides	hypoxanthine phosphoribosyltransferase	2.4.2.8	HPT1	PMID:17052198|PMID:1577682|PMID:11223943|PMID:15565584|PMID:10217799|PMID:12746440|PMID:9335580|PMID:18245832|PMID:18067674
glyoxylate cycle	citrate synthase (unknown stereospecificity)	2.3.3.16	CIT2	PMID:12455685|PMID:15975908
superpathway of phosphatidic acid and phospholipid biosynthesis	CDP-diacylglycerol--serine O-phosphatidyltransferase	2.7.8.8	CHO1	PMID:24520995|PMID:9885152|PMID:24866973
phosphatidate biosynthesis I (the dihydroxyacetone pathway)	acylglycerone-phosphate reductase	1.1.1.101	AYR1	PMID:9401016|PMID:10617610|PMID:16916618|PMID:24520995|PMID:17726007|PMID:22090344|PMID:10542045
palmitate biosynthesis	3-oxoacyl-[acyl-carrier-protein] reductase	1.1.1.100	FAS2	
superpathway of adenosine nucleotides de novo biosynthesis II	nucleoside-triphosphate--adenylate kinase	2.7.4.10	ADK2	
superpathway of aromatic amino acid biosynthesis	3-deoxy-7-phosphoheptulonate synthase	2.5.1.54	ARO3	
superpathway of NAD biosynthesis	kynureninase	3.7.1.3	BNA5	PMID:15137942
L-arginine biosynthesis II (acetyl cycle)	carbamoyl-phosphate synthase (glutamine-hydrolyzing)	6.3.5.5	CPA2	PMID:12603335|PMID:11553611|PMID:205532
phospholipid biosynthesis	cardiolipin synthase (CMP-forming)	2.7.8.41	CRD1	PMID:16807089
superpathway of purine nucleotides de novo biosynthesis II	phosphoribosylaminoimidazolecarboxamide formyltransferase	2.1.2.3	ADE16	
phenylalanine degradation	indolepyruvate decarboxylase	4.1.1.74	PDC6	PMID:12499363|PMID:9491082|PMID:9491083|PMID:12902239|PMID:15933030
folate interconversions	methylenetetrahydrofolate reductase [NAD(P)H]	1.5.1.20	MET12	PMID:8852837|PMID:10871621|PMID:2836393|PMID:1916088
isoleucine degradation	branched-chain-2-oxoacid decarboxylase	4.1.1.72	PDC1	PMID:10753893|PMID:8798704|PMID:10989445|PMID:8702755
tryptophan degradation	aromatic-amino-acid transaminase	2.6.1.57	ARO9	PMID:12499363|PMID:9491082|PMID:9491083|PMID:6763508
phosphatidate biosynthesis II (the glycerol-3-phosphate pathway)	1-acylglycerophosphocholine O-acyltransferase	2.3.1.23	SLC1	PMID:9401016|PMID:10617610|PMID:16916618|PMID:24520995|PMID:17726007|PMID:22090344|PMID:10542045
nicotinamide riboside salvage pathway II	purine-nucleoside phosphorylase	2.4.2.1	PNP1	PMID:17482543
superpathway of phosphatidic acid and phospholipid biosynthesis	diacylglycerol cholinephosphotransferase	2.7.8.2	EPT1	PMID:24520995|PMID:9885152|PMID:24866973
superpathway of aromatic amino acid biosynthesis	FMN reductase (NADPH)	1.5.1.38	ARO2	
UTP and CTP de novo biosynthesis	CTP synthase (glutamine hydrolyzing)	6.3.4.2	URA7	
superpathway of polyamine biosynthesis	adenosylmethionine decarboxylase	4.1.1.50	SPE2	PMID:9573363|PMID:27470594|PMID:3157043|PMID:9073064|PMID:16530730
galactose degradation	galactokinase	2.7.1.6	GAL1	PMID:14764091|PMID:18779058|PMID:8119301
superpathway of ergosterol biosynthesis I	squalene monooxygenase	1.14.14.17	ERG1	PMID:8561481|PMID:8552601|PMID:12119386
superpathway of chorismate metabolism	glycine dehydrogenase (aminomethyl-transferring)	1.4.4.2	GCV2	
diacylglycerol and triacylglycerol biosynthesis	phosphatidate phosphatase	3.1.3.4	DPP1	PMID:16916618
oleate biosynthesis	stearoyl-CoA 9-desaturase	1.14.19.1	OLE1	PMID:1978720|PMID:2674136|PMID:16920014
UMP biosynthesis I	aspartate carbamoyltransferase	2.1.3.2	URA2	
superpathway of glutamate biosynthesis	glutamate synthase (NADH)	1.4.1.14	GLT1	PMID:8672488|PMID:22419079|PMID:11562373
pentose phosphate pathway	glucose-6-phosphate dehydrogenase (NADP(+))	1.1.1.49	ZWF1	
stearate biosynthesis III (fungi)	oleoyl-[acyl-carrier-protein] hydrolase	3.1.2.14	FAS1	
superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	cysteine-S-conjugate beta-lyase	4.4.1.13	STR3	PMID:9409150
superpathway of TCA cycle and glyoxylate cycle	malate dehydrogenase (oxaloacetate-decarboxylating)	1.1.1.38	MAE1	PMID:12455685|PMID:20889721|PMID:23966945|PMID:1551398|PMID:1454530
superpathway of aromatic amino acid biosynthesis	shikimate dehydrogenase (NADP(+))	1.1.1.25	ARO1	
de novo biosynthesis of pyrimidine ribonucleotides	carbamoyl-phosphate synthase (glutamine-hydrolyzing)	6.3.5.5	URA2	PMID:9485596|PMID:22419079|PMID:2283036|PMID:9858611
folate interconversions	glycine dehydrogenase (aminomethyl-transferring)	1.4.4.2	GCV2	PMID:8852837|PMID:10871621|PMID:2836393|PMID:1916088
L-tryptophan biosynthesis	anthranilate synthase	4.1.3.27	TRP3	PMID:6323449|PMID:10790693|PMID:1943992
dolichyl glucosyl phosphate biosynthesis	dolichyl-phosphate beta-glucosyltransferase	2.4.1.117	ALG5	PMID:9878760|PMID:23751184
superpathway of aromatic amino acid biosynthesis	kynurenine--oxoglutarate transaminase	2.6.1.7	ARO9	
phenylalanine biosynthesis	prephenate dehydratase	4.2.1.51	PHA2	PMID:9642265|PMID:9491082|PMID:9491083|PMID:1943992
